Year,Category,Energy Carrier,TJ
1983,Gross consumption,Petroleum,317840.0
1983,Gross consumption,District heating,0.0
1983,Gross consumption,gas,45450.0
1983,Gross consumption,Wood energy,25340.0
1983,Gross consumption,Core fuel,161680.0
1983,Gross consumption,Money,16330.0
1983,Gross consumption,Garbage and industrial waste,16040.0
1983,Gross consumption,crude oil,176390.0
1983,Gross consumption,Extendation of renewable energies,
1983,Gross consumption,Hydropower,129610.0
1983,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-16580.0
1983,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-7620.0
1983,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1000.0
1983,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-1970.0
1983,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
1983,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
1983,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
1983,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
1983,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
1983,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
1983,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
1983,End consumption - services,electricity,38340.0
1983,End consumption - services,Petroleum,66990.0
1983,End consumption - services,District heating,4090.0
1983,End consumption - services,gas,8930.0
1983,End consumption - services,Wood energy,1120.0
1983,End consumption - services,Core fuel,
1983,End consumption - services,Money,80.0
1983,End consumption - services,Garbage and industrial waste,0.0
1983,End consumption - services,crude oil,
1983,End consumption - services,Extendation of renewable energies,
1983,End consumption - services,Hydropower,
1983,End consumption - households,electricity,37620.0
1983,End consumption - households,Petroleum,151740.0
1983,End consumption - households,District heating,2930.0
1983,End consumption - households,gas,15710.0
1983,End consumption - households,Wood energy,21970.0
1983,End consumption - households,Core fuel,
1983,End consumption - households,Money,2500.0
1983,End consumption - households,Garbage and industrial waste,0.0
1983,End consumption - households,crude oil,
1983,End consumption - households,Extendation of renewable energies,
1983,End consumption - households,Hydropower,
1983,End consumption - industry,electricity,49940.0
1983,End consumption - industry,Petroleum,46710.0
1983,End consumption - industry,District heating,1590.0
1983,End consumption - industry,gas,13750.0
1983,End consumption - industry,Wood energy,2250.0
1983,End consumption - industry,Core fuel,
1983,End consumption - industry,Money,12760.0
1983,End consumption - industry,Garbage and industrial waste,5160.0
1983,End consumption - industry,crude oil,
1983,End consumption - industry,Extendation of renewable energies,
1983,End consumption - industry,Hydropower,
1983,End consumption - statistical difference including agriculture,electricity,3110.0
1983,End consumption - statistical difference including agriculture,Petroleum,3040.0
1983,End consumption - statistical difference including agriculture,District heating,0.0
1983,End consumption - statistical difference including agriculture,gas,1130.0
1983,End consumption - statistical difference including agriculture,Wood energy,0.0
1983,End consumption - statistical difference including agriculture,Core fuel,
1983,End consumption - statistical difference including agriculture,Money,0.0
1983,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
1983,End consumption - statistical difference including agriculture,crude oil,
1983,End consumption - statistical difference including agriculture,Extendation of renewable energies,
1983,End consumption - statistical difference including agriculture,Hydropower,
1983,End consumption - total,electricity,136690.0
1983,End consumption - total,Petroleum,460190.0
1983,End consumption - total,District heating,8610.0
1983,End consumption - total,gas,39920.0
1983,End consumption - total,Wood energy,25340.0
1983,End consumption - total,Core fuel,0.0
1983,End consumption - total,Money,15340.0
1983,End consumption - total,Garbage and industrial waste,5160.0
1983,End consumption - total,crude oil,0.0
1983,End consumption - total,Extendation of renewable energies,
1983,End consumption - total,Hydropower,0.0
1983,End consumption - traffic,electricity,7680.0
1983,End consumption - traffic,Petroleum,191710.0
1983,End consumption - traffic,District heating,
1983,End consumption - traffic,gas,400.0
1983,End consumption - traffic,Wood energy,
1983,End consumption - traffic,Core fuel,
1983,End consumption - traffic,Money,
1983,End consumption - traffic,Garbage and industrial waste,
1983,End consumption - traffic,crude oil,
1983,End consumption - traffic,Extendation of renewable energies,
1983,End consumption - traffic,Hydropower,
1983,Energy conversion - various renewable,electricity,
1983,Energy conversion - various renewable,Petroleum,
1983,Energy conversion - various renewable,District heating,0.0
1983,Energy conversion - various renewable,gas,
1983,Energy conversion - various renewable,Wood energy,0.0
1983,Energy conversion - various renewable,Core fuel,
1983,Energy conversion - various renewable,Money,
1983,Energy conversion - various renewable,Garbage and industrial waste,
1983,Energy conversion - various renewable,crude oil,
1983,Energy conversion - various renewable,Extendation of renewable energies,
1983,Energy conversion - various renewable,Hydropower,
1983,Energy conversion - gas works,electricity,
1983,Energy conversion - gas works,Petroleum,-500.0
1983,Energy conversion - gas works,District heating,
1983,Energy conversion - gas works,gas,460.0
1983,Energy conversion - gas works,Wood energy,
1983,Energy conversion - gas works,Core fuel,
1983,Energy conversion - gas works,Money,
1983,Energy conversion - gas works,Garbage and industrial waste,
1983,Energy conversion - gas works,crude oil,
1983,Energy conversion - gas works,Extendation of renewable energies,
1983,Energy conversion - gas works,Hydropower,
1983,Energy conversion - nuclear power plants,electricity,53360.0
1983,Energy conversion - nuclear power plants,Petroleum,
1983,Energy conversion - nuclear power plants,District heating,480.0
1983,Energy conversion - nuclear power plants,gas,
1983,Energy conversion - nuclear power plants,Wood energy,
1983,Energy conversion - nuclear power plants,Core fuel,-161680.0
1983,Energy conversion - nuclear power plants,Money,
1983,Energy conversion - nuclear power plants,Garbage and industrial waste,
1983,Energy conversion - nuclear power plants,crude oil,
1983,Energy conversion - nuclear power plants,Extendation of renewable energies,
1983,Energy conversion - nuclear power plants,Hydropower,
1983,Energy conversion - refineries,electricity,
1983,Energy conversion - refineries,Petroleum,175180.0
1983,Energy conversion - refineries,District heating,
1983,Energy conversion - refineries,gas,
1983,Energy conversion - refineries,Wood energy,
1983,Energy conversion - refineries,Core fuel,
1983,Energy conversion - refineries,Money,
1983,Energy conversion - refineries,Garbage and industrial waste,
1983,Energy conversion - refineries,crude oil,-176390.0
1983,Energy conversion - refineries,Extendation of renewable energies,
1983,Energy conversion - refineries,Hydropower,
1983,Energy conversion - hydropower plants,electricity,129610.0
1983,Energy conversion - hydropower plants,Petroleum,
1983,Energy conversion - hydropower plants,District heating,
1983,Energy conversion - hydropower plants,gas,
1983,Energy conversion - hydropower plants,Wood energy,
1983,Energy conversion - hydropower plants,Core fuel,
1983,Energy conversion - hydropower plants,Money,
1983,Energy conversion - hydropower plants,Garbage and industrial waste,
1983,Energy conversion - hydropower plants,crude oil,
1983,Energy conversion - hydropower plants,Extendation of renewable energies,
1983,Energy conversion - hydropower plants,Hydropower,-129610.0
1983,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,3580.0
1983,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-5740.0
